ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Income_Level,Tech_Savviness,Preferred_Channel,Lifestyle,Annual_Transactions,Avg_Basket_Value,Loyalty_Score
464573,Female,Yes,39,Yes,Artist,7.0,Average,3.0,Cat_6,4700.0,67.0,Online,Family-Oriented,69,41.56266771324249,81.36
463306,Female,Yes,60,Yes,Engineer,1.0,High,4.0,Cat_3,8600.0,66.0,In-Store,Relaxed,65,144.29352212326486,100.0
462065,Female,No,43,Yes,Homemaker,14.0,Low,1.0,Cat_6,4400.0,53.0,Online,Family-Oriented,36,39.9934118929814,66.96
463456,Male,Yes,46,No,Entertainment,1.0,High,3.0,Cat_6,3000.0,70.0,In-Store,Health-Conscious,76,44.68787018072331,81.3
461914,Female,Yes,55,Yes,Artist,6.0,Low,,Cat_6,4300.0,64.0,In-Store,Family-Oriented,35,23.573666812573855,49.98
459779,Female,Yes,62,Yes,Entertainment,1.0,Low,1.0,Cat_6,7100.0,50.0,In-Store,Relaxed,24,61.94721474519697,64.05
466663,Male,No,57,Yes,Doctor,0.0,Low,1.0,Cat_3,5600.0,46.0,In-Store,Relaxed,25,55.220869617410834,71.23
464504,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,5900.0,83.0,Online,Active,35,48.56405630981168,67.82
465883,Male,Yes,33,No,Artist,,Low,4.0,Cat_6,2900.0,67.0,Online,Family-Oriented,44,13.406248847869717,61.78
465262,Male,Yes,60,Yes,Entertainment,7.0,Average,4.0,Cat_2,7000.0,63.0,In-Store,Relaxed,51,83.87587054672093,75.88
466205,Female,Yes,58,Yes,Artist,6.0,Low,1.0,Cat_6,4900.0,44.0,In-Store,Relaxed,26,42.996645490154336,63.68
464128,Male,Yes,52,No,Entertainment,0.0,Average,4.0,Cat_5,3500.0,75.0,Online,Family-Oriented,73,32.20613919467289,72.06
460482,Female,Yes,30,No,Homemaker,9.0,Low,3.0,Cat_3,2500.0,74.0,Online,Active,37,11.852979429984078,50.21
466055,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_4,6400.0,76.0,Online,Family-Oriented,79,68.31684540163437,94.72
465511,Male,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_6,3400.0,66.0,In-Store,Family-Oriented,70,28.729798431620182,69.78
460106,Female,Yes,67,Yes,Entertainment,1.0,Low,,Cat_6,6900.0,72.0,In-Store,Relaxed,31,56.280862195357884,63.32
467527,Male,Yes,62,Yes,Artist,2.0,Average,4.0,Cat_6,5100.0,51.0,In-Store,Relaxed,36,46.16893457705737,65.68
460927,Male,Yes,38,Yes,Healthcare,1.0,High,4.0,Cat_3,7700.0,62.0,Online,Family-Oriented,87,113.10996464176979,100.0
464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,5100.0,54.0,In-Store,Relaxed,57,64.60347453374288,72.66
461442,Male,Yes,47,Yes,Artist,1.0,Average,6.0,Cat_2,3800.0,50.0,In-Store,Family-Oriented,56,33.31524295170047,61.71
459851,Male,No,53,Yes,Artist,3.0,Low,1.0,Cat_6,4800.0,57.0,In-Store,Family-Oriented,38,31.704442526594356,61.61
466179,Male,Yes,71,No,Lawyer,0.0,Low,1.0,Cat_6,4100.0,55.0,In-Store,Family-Oriented,30,29.149335698233457,61.32
459019,Male,Yes,45,No,Executive,10.0,High,3.0,Cat_6,4000.0,61.0,In-Store,Family-Oriented,94,64.272074735465,89.98
463945,Female,No,37,No,Homemaker,,Low,2.0,Cat_1,2500.0,86.0,Online,Family-Oriented,52,16.48509933243556,65.53
463274,Male,Yes,58,Yes,Artist,7.0,Low,1.0,Cat_3,3900.0,42.0,In-Store,Relaxed,28,29.8401494304099,57.23
459606,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,4800.0,75.0,Online,Health-Conscious,56,53.07159078918467,74.42
462807,Female,No,28,Yes,Homemaker,,Low,1.0,Cat_6,3200.0,77.0,Online,Active,35,22.981772540933434,51.1
467654,Female,Yes,56,Yes,Artist,,High,4.0,Cat_6,4400.0,63.0,In-Store,Family-Oriented,89,53.89733382618033,82.32
467418,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,4200.0,55.0,Online,Family-Oriented,65,48.274221616878116,68.74
467712,Male,Yes,50,Yes,,1.0,Average,4.0,Cat_7,4600.0,55.0,Online,Family-Oriented,63,57.054235510387,72.24
465299,Male,Yes,56,Yes,Executive,,High,2.0,Cat_6,4800.0,52.0,Online,Family-Oriented,81,86.3146639887745,100.0
461616,Male,No,28,Yes,Artist,,Low,1.0,Cat_6,3500.0,57.0,In-Store,Active,33,17.51008202034967,50.56
461547,Male,No,70,No,Entertainment,0.0,Low,1.0,Cat_6,3900.0,58.0,In-Store,Relaxed,26,35.83908932077376,60.14
460811,Female,Yes,52,No,Engineer,1.0,High,2.0,Cat_6,3000.0,63.0,Online,Family-Oriented,88,31.16740659082137,81.87
463891,Male,Yes,75,Yes,Lawyer,1.0,Low,1.0,Cat_6,10200.0,59.0,In-Store,Relaxed,22,101.12283981647339,76.69
467534,Male,Yes,48,No,Entertainment,5.0,Average,2.0,Cat_2,3400.0,74.0,In-Store,Family-Oriented,69,26.264905290986633,72.3
462748,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,4600.0,66.0,In-Store,Family-Oriented,42,35.3291155659597,67.38
459380,Male,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,5400.0,55.0,In-Store,Relaxed,23,33.25339694517536,56.42
466783,Female,No,43,Yes,Healthcare,0.0,Low,6.0,Cat_3,6200.0,60.0,In-Store,Health-Conscious,28,52.46522750689799,59.41
462832,Female,No,22,No,Doctor,,Low,4.0,Cat_6,2900.0,90.0,Online,Active,45,22.629256945739794,58.09
461134,Male,Yes,32,Yes,Doctor,0.0,Low,3.0,Cat_6,3800.0,63.0,Online,Family-Oriented,40,35.48614617753857,59.8
465741,Female,Yes,43,Yes,Healthcare,9.0,Low,2.0,Cat_6,6500.0,55.0,Online,Health-Conscious,29,37.327886844238975,57.94
464785,Male,Yes,35,No,Doctor,5.0,Low,4.0,Cat_4,3600.0,71.0,Online,Family-Oriented,46,16.68171146569823,61.45
464902,Female,Yes,68,No,Lawyer,0.0,Low,1.0,Cat_4,3800.0,41.0,In-Store,Family-Oriented,30,18.2029269221547,50.13
460629,Female,Yes,36,Yes,Entertainment,,Average,3.0,Cat_3,6200.0,98.0,Online,Family-Oriented,88,81.91328412915317,85.37
464271,Female,Yes,36,Yes,Artist,0.0,Average,3.0,Cat_2,4300.0,74.0,Online,Health-Conscious,59,41.355077922988436,82.39
467408,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_6,4600.0,64.0,In-Store,Family-Oriented,67,41.987002933740236,76.4
461822,Male,Yes,37,Yes,Artist,9.0,High,2.0,Cat_6,4700.0,75.0,Online,Family-Oriented,107,61.1499319324468,96.98
459378,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,3000.0,82.0,Social Media,Active,41,18.62578650906471,51.12
463818,Female,Yes,40,Yes,Artist,2.0,Low,1.0,Cat_6,3900.0,71.0,Online,Health-Conscious,32,33.88798453342629,63.26
460644,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,4600.0,72.0,Online,Health-Conscious,56,53.29801275614329,67.75
466743,Male,No,26,No,Entertainment,1.0,Low,2.0,Cat_6,3000.0,70.0,Online,Active,37,22.412870793380673,64.38
464212,Female,Yes,56,Yes,Marketing,0.0,Average,2.0,Cat_6,4400.0,57.0,Online,Family-Oriented,57,60.32363805028332,78.55
463709,Male,Yes,35,Yes,Artist,1.0,High,2.0,Cat_6,4000.0,76.0,In-Store,Family-Oriented,107,62.37239229619797,92.01
466145,Male,Yes,56,No,Entertainment,1.0,Average,3.0,Cat_6,4100.0,71.0,In-Store,Relaxed,50,38.215517121993116,67.59
465679,Male,Yes,47,Yes,Healthcare,1.0,Low,2.0,Cat_4,6800.0,61.0,Online,Family-Oriented,39,50.42559906411129,82.44
464436,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_4,11300.0,47.0,In-Store,Relaxed,43,196.80334403158136,100.0
459094,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_6,2300.0,62.0,Online,Family-Oriented,42,12.948856559035804,63.02
466183,Male,Yes,50,Yes,Entertainment,0.0,Average,2.0,Cat_3,6600.0,77.0,Online,Family-Oriented,68,74.45421212858909,88.44
461102,Male,Yes,43,No,Entertainment,0.0,Average,3.0,Cat_3,2900.0,77.0,In-Store,Family-Oriented,71,32.402327956872014,62.19
463012,Male,Yes,47,No,Engineer,,Low,1.0,Cat_6,2800.0,72.0,Online,Family-Oriented,40,21.950227050727005,62.36
462211,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_4,2800.0,71.0,Online,Active,37,18.903149911704297,57.35
459639,Female,Yes,56,Yes,Artist,,Low,1.0,Cat_6,4700.0,68.0,In-Store,Relaxed,34,37.924084468945786,54.9
465687,Male,Yes,88,Yes,Lawyer,1.0,Low,1.0,Cat_6,11500.0,68.0,In-Store,Relaxed,21,96.80771365119251,69.7
465742,Female,Yes,45,Yes,Artist,3.0,Low,3.0,Cat_6,4300.0,63.0,In-Store,Family-Oriented,42,38.958180897164766,61.33
466324,Female,No,28,No,Engineer,0.0,Low,1.0,Cat_4,2200.0,72.0,Online,Adventurous,37,22.260238575526337,61.18
461827,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_6,4800.0,50.0,In-Store,Relaxed,24,35.89732950326321,52.73
459403,Male,Yes,46,Yes,Artist,,Average,4.0,Cat_7,3900.0,59.0,Online,Family-Oriented,66,41.49221722062874,78.63
459442,Male,Yes,85,Yes,Executive,0.0,High,2.0,Cat_6,5100.0,39.0,In-Store,Relaxed,43,88.54739871805657,77.46
460424,Female,No,35,No,Entertainment,0.0,Low,1.0,Cat_6,3200.0,76.0,Online,Family-Oriented,42,25.575210358434028,58.79
461170,Female,No,40,No,Engineer,0.0,Low,3.0,Cat_3,3500.0,81.0,Online,Family-Oriented,45,24.925779656767165,51.01
465931,Male,Yes,38,Yes,Artist,6.0,Low,1.0,Cat_7,5000.0,81.0,Online,Health-Conscious,36,39.09272589153288,62.55
466800,Female,No,18,No,Healthcare,6.0,Low,3.0,Cat_6,2700.0,84.0,Online,Active,41,25.372209327064965,58.97
462869,Male,No,31,Yes,Doctor,8.0,Low,1.0,Cat_6,3700.0,74.0,In-Store,Health-Conscious,35,36.40590480366467,57.71
462678,Female,Yes,48,Yes,Artist,4.0,Average,3.0,Cat_6,4500.0,47.0,Online,Family-Oriented,61,45.21992659579368,76.83
466391,Female,Yes,58,Yes,Engineer,0.0,Average,,Cat_6,8800.0,66.0,In-Store,Family-Oriented,58,116.52135523624541,94.95
464701,Male,No,31,No,Doctor,0.0,Low,2.0,Cat_4,3500.0,77.0,Online,Family-Oriented,47,31.477402765877045,59.92
467125,Male,Yes,46,No,Entertainment,1.0,Average,4.0,Cat_3,2900.0,75.0,Online,Family-Oriented,76,34.02549442029071,79.02
461190,Female,No,31,No,Engineer,0.0,Low,2.0,Cat_6,2700.0,66.0,Online,Family-Oriented,44,23.59187310055093,65.84
461691,Male,No,31,Yes,Healthcare,3.0,Low,4.0,Cat_1,6000.0,60.0,In-Store,Family-Oriented,44,35.835628985592024,74.5
461208,Female,No,32,Yes,Homemaker,5.0,Low,1.0,Cat_6,4100.0,59.0,In-Store,Family-Oriented,43,23.90433203782457,55.69
460052,Female,No,81,Yes,Lawyer,1.0,Low,1.0,Cat_3,10800.0,39.0,In-Store,Relaxed,21,105.61008251827786,71.38
464999,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,9200.0,54.0,In-Store,Relaxed,54,156.46515096061998,100.0
462191,Female,No,22,No,Doctor,3.0,Low,2.0,Cat_4,2500.0,71.0,Social Media,Active,38,22.5040321835292,53.64
467045,Male,Yes,51,Yes,Entertainment,0.0,Low,2.0,Cat_6,6400.0,81.0,In-Store,Family-Oriented,45,60.5604945839329,80.9
459104,Male,No,22,No,Healthcare,0.0,Low,,Cat_6,3000.0,76.0,Online,Active,41,18.870680111135915,63.72
462558,Female,No,33,Yes,Engineer,0.0,Low,6.0,Cat_6,8100.0,82.0,Online,Family-Oriented,48,64.37223239937529,67.92
460342,Female,No,29,Yes,Engineer,10.0,Low,1.0,Cat_6,8100.0,70.0,Online,Active,41,75.34073862959698,78.18
466647,Female,Yes,41,Yes,Artist,7.0,High,2.0,Cat_6,3900.0,53.0,Online,Health-Conscious,63,53.173339335764865,63.83
459038,Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,2600.0,76.0,Social Media,Adventurous,39,9.434740046126127,48.9
460074,Female,No,48,Yes,Lawyer,4.0,Low,1.0,Cat_6,9400.0,53.0,In-Store,Family-Oriented,35,87.07977700931345,76.15
465016,Male,Yes,78,No,Executive,0.0,High,2.0,Cat_6,3100.0,50.0,In-Store,Relaxed,55,52.98480466617978,72.6
459842,Male,No,25,Yes,Healthcare,,Low,3.0,Cat_6,5600.0,69.0,Social Media,Active,32,35.41308994743258,54.56
466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,4400.0,55.0,In-Store,Family-Oriented,60,30.494245081428815,64.9
467096,Male,Yes,53,Yes,Entertainment,4.0,Low,2.0,Cat_2,6700.0,75.0,Online,Relaxed,35,50.39014928433345,71.99
466012,Male,Yes,56,,Artist,2.0,Average,3.0,Cat_4,4200.0,58.0,Online,Relaxed,41,34.55626642532394,54.7
467059,Male,Yes,47,Yes,Artist,2.0,Low,1.0,Cat_6,4500.0,60.0,Online,Family-Oriented,35,30.025519269170868,60.4
463023,Female,Yes,40,No,Homemaker,6.0,Low,1.0,Cat_6,3400.0,73.0,In-Store,Family-Oriented,44,25.106547380672797,55.03
464557,Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,3000.0,77.0,In-Store,Active,35,11.056270546298753,44.43
467052,Male,No,18,No,Healthcare,2.0,Low,,Cat_2,2500.0,70.0,Social Media,Active,40,15.93542846785425,55.76
464461,Male,Yes,41,Yes,,1.0,Average,4.0,Cat_6,3900.0,56.0,In-Store,Family-Oriented,63,35.79538933426424,71.22
464733,Female,Yes,31,No,Engineer,1.0,High,4.0,Cat_4,2600.0,80.0,Online,Health-Conscious,89,29.948017240874954,81.6
465433,Female,No,40,Yes,Artist,,Low,1.0,Cat_2,4500.0,79.0,Online,Family-Oriented,46,31.34570665571224,64.05
459799,Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,4400.0,62.0,Online,Family-Oriented,41,30.533664040904746,64.89
466808,Female,No,43,No,Engineer,0.0,Low,1.0,Cat_6,2600.0,66.0,Online,Family-Oriented,45,-0.7975902003329622,64.37
459321,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6,7800.0,60.0,In-Store,Family-Oriented,30,66.74553692522944,65.46
464035,Male,Yes,62,Yes,Executive,1.0,High,4.0,Cat_6,4600.0,49.0,In-Store,Family-Oriented,74,79.73330196672099,87.88
466975,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,4100.0,64.0,In-Store,Family-Oriented,64,44.233466915038385,80.62
467524,Male,No,20,No,Healthcare,,Low,5.0,Cat_6,3000.0,70.0,Online,Active,39,22.86633799553911,58.76
460270,Male,No,42,Yes,Doctor,9.0,Low,1.0,Cat_6,4600.0,56.0,In-Store,Family-Oriented,39,44.91849790657942,56.15
465529,Female,No,33,No,Doctor,0.0,Low,4.0,Cat_6,4300.0,74.0,Online,Family-Oriented,45,35.041514095284626,65.39
464246,Female,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,5000.0,51.0,In-Store,Family-Oriented,51,50.14940576578822,70.97
465639,Male,Yes,36,Yes,Healthcare,8.0,High,2.0,Cat_6,7000.0,67.0,Online,Family-Oriented,101,101.18673300142252,100.0
464346,Male,Yes,55,Yes,Executive,2.0,High,3.0,Cat_6,4200.0,50.0,Online,Family-Oriented,78,73.4184558626745,89.0
460953,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,3000.0,61.0,In-Store,Relaxed,26,17.479348235314994,50.08
464556,Female,No,39,Yes,Artist,1.0,Low,3.0,Cat_6,4200.0,72.0,In-Store,Family-Oriented,44,33.95463658565841,62.24
467762,Female,No,39,Yes,Engineer,0.0,Low,4.0,Cat_6,8100.0,74.0,Online,Family-Oriented,45,68.31566330060076,75.23
467285,Male,Yes,53,No,Executive,,High,4.0,Cat_6,3000.0,61.0,In-Store,Family-Oriented,90,40.860197497488976,88.78
467128,Female,No,32,No,Homemaker,1.0,Low,1.0,Cat_6,3200.0,64.0,Online,Family-Oriented,49,24.475031956993554,62.56
459503,Male,Yes,35,Yes,Healthcare,5.0,High,4.0,Cat_6,6000.0,63.0,In-Store,Health-Conscious,78,78.06657384500747,91.16
466402,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_6,4500.0,73.0,Online,Family-Oriented,74,45.21242538976757,82.51
466834,Male,Yes,60,Yes,Entertainment,1.0,Low,3.0,Cat_6,7200.0,50.0,In-Store,Relaxed,20,56.71256689819752,52.32
467710,Female,No,37,Yes,Artist,9.0,Low,4.0,Cat_6,4100.0,69.0,Online,Family-Oriented,48,22.089743408832106,63.86
461559,Male,,52,Yes,Artist,0.0,Low,4.0,Cat_4,4500.0,61.0,In-Store,Family-Oriented,42,32.78099962695405,62.34
463227,Female,Yes,35,Yes,Engineer,1.0,Average,2.0,Cat_6,8100.0,82.0,Online,Family-Oriented,82,96.40640987645604,100.0
464779,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,2800.0,85.0,Online,Adventurous,41,13.834556794176835,47.72
462883,Female,Yes,28,Yes,Artist,8.0,Low,4.0,Cat_6,4600.0,70.0,Online,Active,30,31.27827107625257,49.87
459018,Male,Yes,85,No,Executive,1.0,High,2.0,Cat_6,3800.0,52.0,In-Store,Relaxed,50,64.86321915058785,75.31
459464,Male,No,29,Yes,Artist,,Low,2.0,Cat_6,4100.0,78.0,Online,Active,34,37.256964212155,59.53
466774,Male,Yes,78,Yes,Lawyer,0.0,Low,2.0,Cat_6,9700.0,53.0,In-Store,Relaxed,24,92.69294950844505,74.59
459920,Female,Yes,51,Yes,Artist,6.0,High,2.0,Cat_4,5800.0,58.0,Online,Family-Oriented,85,68.28568108306699,87.95
467906,Female,No,33,No,Healthcare,0.0,Low,5.0,Cat_1,2200.0,66.0,In-Store,Health-Conscious,31,12.369484034242594,51.28
460386,Male,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,5400.0,72.0,Online,Adventurous,35,41.15551882274639,60.68
467069,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,2900.0,73.0,Online,Active,30,9.722879773318812,56.35
465025,Male,Yes,73,Yes,Executive,0.0,High,2.0,Cat_6,5100.0,55.0,In-Store,Family-Oriented,73,98.83829234430651,91.26
466984,Female,No,43,Yes,Homemaker,9.0,Low,,Cat_6,5100.0,61.0,Online,Family-Oriented,36,39.689965109357935,64.19
462650,Female,No,33,No,Entertainment,8.0,Low,5.0,Cat_4,3600.0,70.0,Online,Health-Conscious,26,26.0861865752361,46.7
459510,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,3500.0,70.0,Social Media,Adventurous,38,22.12197798888387,61.7
466229,Male,Yes,56,Yes,Executive,0.0,High,1.0,Cat_6,4500.0,60.0,In-Store,Relaxed,65,76.81155511579668,83.1
466856,Female,Yes,65,No,Engineer,1.0,Average,3.0,Cat_6,3700.0,58.0,In-Store,Relaxed,45,39.594320235843945,74.22
461623,Female,Yes,41,Yes,Artist,11.0,Average,2.0,Cat_6,4400.0,53.0,In-Store,Family-Oriented,62,49.50830728087614,70.96
461839,Male,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,5900.0,57.0,In-Store,Relaxed,44,59.06092863253497,70.53
467883,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,4000.0,48.0,In-Store,Family-Oriented,51,42.64030622584426,69.22
460038,Female,No,36,Yes,Engineer,9.0,Low,5.0,Cat_6,8400.0,77.0,Online,Family-Oriented,44,71.17479983584401,80.43
467744,Male,No,36,Yes,Artist,9.0,Low,1.0,Cat_6,4300.0,66.0,Online,Health-Conscious,33,28.73603538226373,52.27
462385,Male,No,23,No,Doctor,4.0,Low,3.0,Cat_6,3000.0,71.0,Online,Active,42,27.774942923015374,60.76
462916,Female,Yes,68,No,Artist,6.0,Average,3.0,Cat_6,3500.0,59.0,In-Store,Family-Oriented,51,27.02062987964737,67.01
463339,Female,Yes,27,Yes,Engineer,4.0,Low,2.0,Cat_3,7100.0,75.0,Online,Adventurous,38,69.0146090135144,77.04
460981,Female,Yes,42,No,Marketing,0.0,Average,2.0,Cat_6,3600.0,61.0,In-Store,Family-Oriented,69,33.27314608160451,77.66
458993,Male,Yes,29,No,Doctor,0.0,Low,2.0,Cat_4,3000.0,74.0,In-Store,Active,39,20.214893176406704,58.98
459966,Female,No,31,Yes,Doctor,1.0,Low,3.0,Cat_6,4900.0,70.0,Online,Family-Oriented,39,45.35671411296866,67.92
459538,Female,No,45,Yes,Homemaker,11.0,Low,1.0,Cat_6,4500.0,52.0,Online,Family-Oriented,35,35.72419301831629,55.29
459424,Male,Yes,50,Yes,Doctor,,Low,3.0,Cat_6,4000.0,63.0,In-Store,Family-Oriented,40,28.457890542379896,56.37
465975,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,3500.0,56.0,In-Store,Family-Oriented,41,28.519876614467695,56.12
464600,Female,No,55,Yes,Artist,0.0,Low,1.0,Cat_6,5500.0,72.0,In-Store,Relaxed,31,34.8137864941643,53.74
465760,Female,No,43,Yes,Engineer,8.0,Low,2.0,Cat_4,8700.0,69.0,In-Store,Family-Oriented,43,69.56936428043267,65.68
466577,Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,5500.0,61.0,Online,Active,36,38.93773469789199,64.81
467324,Male,No,32,No,Doctor,5.0,Low,1.0,Cat_7,2800.0,66.0,Online,Family-Oriented,45,24.77377285034108,64.24
464387,Female,No,27,Yes,Artist,9.0,Low,5.0,Cat_6,3400.0,68.0,In-Store,Active,37,24.412364076059003,56.31
462481,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,5800.0,78.0,Online,Family-Oriented,49,41.38351691290057,65.01
463042,Male,Yes,51,No,Executive,,High,4.0,Cat_6,3300.0,67.0,In-Store,Family-Oriented,90,46.87604281190487,80.71
465365,Male,No,31,No,Entertainment,1.0,Low,4.0,Cat_2,2800.0,77.0,Online,Family-Oriented,50,18.21805071876868,62.31
463762,Male,Yes,31,No,Executive,1.0,High,3.0,Cat_6,3200.0,73.0,In-Store,Family-Oriented,113,51.46844870033709,100.0
460914,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,3600.0,81.0,In-Store,Family-Oriented,53,25.88145069735617,63.79
466123,Male,Yes,70,Yes,Entertainment,0.0,Low,1.0,Cat_6,6800.0,50.0,In-Store,Family-Oriented,27,61.032432361224075,64.01
465803,Male,Yes,37,,,2.0,High,5.0,Cat_6,3800.0,76.0,Online,Family-Oriented,109,52.09961116733019,95.54
460506,Female,Yes,52,Yes,Engineer,0.0,Low,3.0,Cat_3,9100.0,65.0,Online,Family-Oriented,40,78.81197014417918,71.27
463066,Female,No,28,Yes,Healthcare,9.0,Low,3.0,Cat_6,5700.0,70.0,In-Store,Active,34,47.08359259934576,53.9
465110,Male,Yes,42,Yes,Entertainment,9.0,Low,5.0,Cat_6,6400.0,66.0,In-Store,Family-Oriented,42,62.26142661114922,71.7
461445,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,5000.0,58.0,In-Store,Relaxed,50,47.581388209446445,71.53
466330,Male,No,29,No,Doctor,0.0,Low,3.0,Cat_3,3400.0,75.0,Online,Active,37,26.096812197599643,55.27
461578,Female,Yes,61,Yes,Artist,0.0,Average,4.0,Cat_6,4100.0,62.0,In-Store,Family-Oriented,60,38.778429352938254,66.8
466363,Female,Yes,38,,Engineer,5.0,Low,2.0,Cat_2,3700.0,87.0,Online,Family-Oriented,47,20.915585523467794,75.18
461118,Female,No,30,Yes,Healthcare,6.0,Low,,Cat_3,5500.0,67.0,Online,Active,32,38.627525149348386,64.03
465568,Male,Yes,39,Yes,Executive,3.0,High,3.0,Cat_6,4000.0,70.0,In-Store,Family-Oriented,102,73.78884806424577,97.41
459130,Female,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,3800.0,45.0,In-Store,Relaxed,48,59.70597658596713,68.16
459629,Female,Yes,47,Yes,Entertainment,3.0,Average,2.0,Cat_6,7000.0,63.0,In-Store,Family-Oriented,68,88.74766097174518,83.86
463892,Male,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,5700.0,63.0,In-Store,Health-Conscious,33,49.70268773616722,70.69
461950,Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_2,5500.0,50.0,Online,Health-Conscious,28,34.98685005885683,48.29
463499,Male,Yes,48,Yes,Executive,0.0,Low,2.0,Cat_6,5000.0,60.0,Online,Family-Oriented,39,54.03069944880518,70.39
467946,Female,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,3800.0,63.0,Online,Family-Oriented,38,31.421846732795558,62.46
461540,Male,No,38,Yes,,3.0,Low,2.0,Cat_2,4600.0,71.0,Online,Family-Oriented,44,39.43858424925649,62.7
462679,Male,No,63,Yes,Doctor,1.0,Low,1.0,Cat_6,4000.0,54.0,In-Store,Family-Oriented,29,35.09155697428227,72.71
459181,Male,Yes,58,No,Artist,0.0,High,3.0,Cat_6,2700.0,53.0,In-Store,Family-Oriented,81,22.17603568591493,73.85
463612,Female,Yes,51,Yes,Engineer,1.0,High,3.0,Cat_6,8900.0,72.0,Online,Family-Oriented,99,141.70033358165182,100.0
463393,Female,Yes,38,Yes,Artist,6.0,Low,2.0,Cat_3,4500.0,69.0,In-Store,Health-Conscious,37,27.962240700626722,55.46
465527,Female,No,26,No,Entertainment,6.0,Low,8.0,Cat_4,2400.0,65.0,Online,Active,35,18.29432040640849,49.17
462316,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,5500.0,50.0,In-Store,Relaxed,40,60.357332528906554,67.49
467510,Male,Yes,51,Yes,Entertainment,3.0,Low,3.0,Cat_6,6900.0,67.0,In-Store,Relaxed,38,65.65455410251892,77.71
459755,Female,Yes,56,No,Artist,,Average,3.0,Cat_6,3900.0,57.0,Online,Family-Oriented,58,30.787805957472795,69.22
466049,Female,No,25,Yes,Doctor,0.0,Low,1.0,Cat_4,4900.0,89.0,Online,Active,45,42.819137439734924,68.99
465211,Male,No,43,No,Artist,6.0,Low,2.0,Cat_6,3800.0,61.0,Online,Family-Oriented,37,21.399136389873327,55.6
460367,Male,Yes,73,Yes,Artist,1.0,Low,2.0,Cat_6,5000.0,54.0,In-Store,Relaxed,21,34.65865275546673,53.15
463591,Male,No,22,No,Healthcare,,Low,4.0,Cat_6,3800.0,71.0,Online,Active,38,22.360811133477487,51.94
464585,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_4,9500.0,49.0,In-Store,Family-Oriented,76,167.35154749334419,100.0
463698,Female,Yes,53,No,Engineer,0.0,Average,2.0,Cat_6,3900.0,70.0,In-Store,Family-Oriented,69,43.669596792759585,80.65
462114,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,3500.0,66.0,Online,Active,34,32.23171933946651,59.22
461856,Female,Yes,45,Yes,Artist,3.0,High,4.0,Cat_2,4700.0,60.0,Online,Health-Conscious,70,55.54110654970878,84.33
467511,Male,Yes,57,Yes,Entertainment,,Low,1.0,Cat_6,6600.0,54.0,In-Store,Relaxed,21,64.74004495039915,61.22
